sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;industria;fabrica de;aranjuez;2;4.0;6/03/2018;5000000.0;microempresarial
femenino;servicio;peluqueria;enciso;2;8.0;5/09/2018;5000000.0;microempresarial
masculino;servicio;peluqueria;la_milagrosa;2;9.0;29/08/2016;5600000.0;microempresarial
femenino;comercio;variedades;villatina;2;8.0;5/12/2017;7370000.0;microempresarial
masculino;servicio;comidas rapidas;aranjuez;3;4.0;21/06/2017;5000000.0;microempresarial
femenino;comercio;comidas rapidas;prado;2;10.0;23/05/2018;6000000.0;microempresarial
masculino;comercio;variedades;la_candelaria;2;10.0;2/10/2017;1000000.0;microempresarial
femenino;industria;fabrica de;castilla;2;5.0;5/09/2017;7000000.0;microempresarial
femenino;servicio;peluqueria;buenos_aires;3;9.0;10/08/2016;6890000.0;microempresarial
femenino;comercio;variedades;villa_del_socorro;2;2.0;24/10/2018;4000000.0;microempresarial
masculino;comercio;comidas rapidas;andalucia;2;2.0;7/04/2017;7377000.0;microempresarial
femenino;comercio;charcuteria;robledo;2;7.0;5/02/2019;8281000.0;microempresarial
femenino;comercio;comidas rapidas;santa_cruz;2;2.0;19/12/2018;6500000.0;microempresarial
femenino;comercio;comidas rapidas;cabecera_san_antonio_;3;80.0;19/09/2017;5000000.0;microempresarial
femenino;comercio;tienda;belalcazar;2;5.0;15/03/2018;4000000.0;microempresarial
femenino;comercio;cafe e internet;robledo;2;7.0;21/04/2017;6000000.0;microempresarial
masculino;servicio;comidas rapidas;belen;3;16.0;21/09/2017;4000000.0;microempresarial
femenino;comercio;tienda;enciso;1;8.0;29/11/2017;7300000.0;microempresarial
femenino;comercio;variedades;la_sierra;2;8.0;6/07/2017;7000000.0;microempresarial
femenino;comercio;comidas rapidas;pedregal;3;6.0;5/02/2018;5000000.0;microempresarial
femenino;comercio;comidas rapidas;enciso;1;8.0;22/02/2017;5000000.0;microempresarial
femenino;servicio;peluqueria;villa_hermosa;3;8.0;15/06/2016;6000000.0;microempresarial
femenino;comercio;tienda;cabecera_san_antonio_;2;80.0;3/08/2017;4000000.0;microempresarial
femenino;industria;fabrica de;robledo;2;7.0;3/05/2017;7300000.0;microempresarial
masculino;servicio;barberia;barrio_caicedo;2;9.0;27/09/2016;6890000.0;microempresarial
femenino;comercio;almacen de ropa en;doce_de_octubre_no.1;2;6.0;8/09/2017;6500000.0;microempresarial
femenino;comercio;variedades;cabecera_san_antonio_;3;80.0;15/09/2017;7000000.0;microempresarial
masculino;comercio;tienda;santo_domingo_savio_;2;1.0;27/03/2017;7000000.0;microempresarial
femenino;servicio;papeleria;la_loma;2;60.0;25/07/2016;5500000.0;microempresarial
femenino;comercio;almacen de ropa en;picacho;1;6.0;15/11/2018;7812000.0;microempresarial
femenino;comercio;peluqueria;manrique_central_no._2;2;3.0;10/04/2018;4000000.0;microempresarial
femenino;comercio;tienda naturista;robledo;2;7.0;6/10/2017;7300000.0;microempresarial
masculino;comercio;comidas rapidas;bel¿n;2;16.0;1/02/2016;1500000.0;microempresarial
masculino;industria;fabrica de;enciso;1;8.0;11/07/2017;7300000.0;microempresarial
masculino;servicio;comidas rapidas;castilla;2;5.0;22/05/2019;2000000.0;microempresarial
femenino;comercio;fabrica de calzado;barrio_caicedo;2;9.0;27/02/2017;4000000.0;microempresarial
femenino;comercio;variedades;llanaditas;1;8.0;15/11/2018;2500000.0;microempresarial
femenino;comercio;variedades;manrique_central_no._2;2;3.0;19/04/2018;5000000.0;microempresarial
femenino;industria;fabrica de;pablo_vi;2;2.0;11/10/2018;5500000.0;microempresarial
femenino;industria;fabrica de;belen;3;16.0;9/11/2016;6890000.0;microempresarial
femenino;comercio;tienda;san_javier_no.1;2;13.0;7/11/2018;7000000.0;microempresarial
femenino;servicio;papeleria;manrique_central_no._1;2;4.0;8/03/2017;4000000.0;microempresarial
masculino;industria;fabrica de repuestos;francisco_antonio_zea;3;5.0;12/09/2017;6000000.0;microempresarial
masculino;comercio;tienda;castilla;3;5.0;18/01/2019;2000000.0;microempresarial
masculino;servicio;fotografia;belen;3;16.0;25/07/2016;6000000.0;microempresarial
masculino;comercio;drogueria;el_progreso_no.2;2;6.0;18/01/2018;7500000.0;microempresarial
femenino;comercio;panaderia;la_pradera;1;13.0;18/01/2019;7800000.0;microempresarial
masculino;industria;fabrica de;la_milagrosa;2;9.0;6/02/2018;7000000.0;microempresarial
masculino;servicio;variedades;granizal;2;1.0;21/07/2017;7370000.0;microempresarial
femenino;servicio;peluqueria;san_diego;2;10.0;21/09/2016;6890000.0;microempresarial
femenino;comercio;variedades;robledo;2;7.0;4/05/2018;800000.0;microempresarial
femenino;servicio;peluqueria;granizal;2;1.0;22/03/2017;5300000.0;microempresarial
femenino;servicio;peluqueria;moravia;2;4.0;7/02/2017;7300000.0;microempresarial
masculino;agropecuaria;criadero de animales;cabecera_san_antonio_;3;80.0;11/04/2019;8000000.0;microempresarial
femenino;agropecuaria;variedades;robledo;2;7.0;8/03/2016;4000000.0;microempresarial
masculino;comercio;almacen de ropa en;castilla;2;5.0;4/11/2016;3000000.0;microempresarial
masculino;comercio;peluqueria;manrique_central_no._1;3;4.0;21/11/2017;7377000.0;microempresarial
femenino;comercio;variedades;castilla;3;5.0;8/11/2016;6890000.0;microempresarial
femenino;servicio;comidas rapidas;cordoba;2;7.0;25/10/2016;4000000.0;microempresarial
femenino;industria;fabrica de;aranjuez;1;4.0;15/06/2018;7800000.0;microempresarial
femenino;comercio;legumbreria;20_de_julio;1;13.0;6/11/2018;5000000.0;microempresarial
masculino;comercio;almacen de ropa en;santander;2;6.0;13/09/2017;7000000.0;microempresarial
femenino;servicio;peluqueria;cabecera_san_cristobal;3;60.0;28/06/2016;4000000.0;microempresarial
femenino;comercio;comidas rapidas;manrique_oriental;1;3.0;24/11/2016;6000000.0;microempresarial
masculino;industria;marroquineria;villatina;1;8.0;21/02/2017;5000000.0;microempresarial
femenino;industria;fabrica de calzado;aranjuez;3;4.0;20/12/2016;6890000.0;microempresarial
femenino;comercio;tienda;enciso;2;8.0;30/05/2018;5000000.0;microempresarial
femenino;comercio;variedades;prado;3;10.0;21/04/2016;3000000.0;microempresarial
masculino;comercio;comidas rapidas;belen;2;16.0;30/04/2018;4500000.0;microempresarial
femenino;comercio;fabrica de alimentos;blanquizal;1;13.0;24/09/2018;3000000.0;microempresarial
masculino;industria;fabrica de;lopez_de_mesa;3;7.0;15/05/2017;7000000.0;microempresarial
femenino;industria;fabrica de alimentos;villa_hermosa;3;8.0;28/03/2019;4000000.0;microempresarial
masculino;industria;fabrica de;campo_valdes_no._2;1;3.0;6/07/2018;7000000.0;microempresarial
femenino;comercio;variedades;manrique_oriental;2;3.0;3/04/2018;2000000.0;microempresarial
femenino;industria;tienda;santa_cruz;2;2.0;29/06/2016;5000000.0;microempresarial
masculino;comercio;joyeria;manrique_central_no._2;3;3.0;12/05/2016;5000000.0;microempresarial
masculino;comercio;variedades;manrique_central_no._2;2;3.0;14/04/2016;6850000.0;microempresarial
masculino;comercio;cafe e internet;la_milagrosa;3;9.0;20/05/2019;8200000.0;microempresarial
masculino;comercio;venta de calzado;andalucia;2;2.0;14/07/2016;6890000.0;microempresarial
femenino;industria;fabrica de;castilla;2;5.0;3/09/2018;7800000.0;microempresarial
masculino;servicio;taller de mecanica;castilla;3;5.0;12/07/2016;6890000.0;microempresarial
masculino;comercio;almacen de ropa en;alfonso_lopez;3;5.0;23/08/2017;7300000.0;microempresarial
masculino;servicio;fabrica de;boston;3;10.0;19/04/2017;7370000.0;microempresarial
masculino;servicio;tienda;villa_niza;2;2.0;9/05/2018;7000000.0;microempresarial
femenino;industria;fabrica de;manrique_oriental;3;3.0;6/12/2017;1500000.0;microempresarial
masculino;servicio;taller de electronica;manrique_oriental;2;3.0;29/11/2017;7300000.0;microempresarial
femenino;industria;variedades;cabecera_san_antonio_;2;80.0;21/06/2018;6000000.0;microempresarial
femenino;comercio;variedades;san_pablo;1;1.0;9/08/2016;3000000.0;microempresarial
femenino;industria;fabrica de;san_javier_no.1;1;13.0;17/05/2018;7000000.0;microempresarial
femenino;industria;fabrica de;castilla;3;5.0;27/11/2018;2000000.0;microempresarial
masculino;industria;ebanistaria;santa_cruz;1;2.0;18/09/2018;5000000.0;microempresarial
femenino;comercio;variedades;cordoba;3;7.0;21/02/2018;7000000.0;microempresarial
masculino;comercio;variedades;el_salvador;3;9.0;12/12/2018;7800000.0;microempresarial
masculino;servicio;barberia;popular;2;1.0;21/05/2018;3000000.0;microempresarial
masculino;comercio;tienda naturista;buenos_aires;3;9.0;13/07/2016;6400000.0;microempresarial
femenino;servicio;peluqueria;cabecera_san_antonio_;3;80.0;23/05/2018;5000000.0;microempresarial
femenino;comercio;variedades;pedregal;1;6.0;29/08/2017;4400000.0;microempresarial
femenino;industria;fabrica de;san_javier_no.1;1;13.0;22/06/2016;6800000.0;microempresarial
masculino;servicio;recreativo educativo;campo_valdes_no._1;3;4.0;7/12/2016;5000000.0;microempresarial
masculino;comercio;almacen de ropa en;popular;2;1.0;14/08/2018;7800000.0;microempresarial
femenino;servicio;panaderia;manrique_central_no._2;3;3.0;3/04/2017;6000000.0;microempresarial
masculino;comercio;variedades;girardot;3;5.0;9/03/2018;2000000.0;microempresarial
masculino;comercio;distribuidora de;manrique_central_no._2;2;3.0;13/09/2016;6890000.0;microempresarial
masculino;servicio;gimnasio;cabecera_san_antonio_;3;80.0;6/09/2016;28200000.0;empresarial ed.
femenino;comercio;variedades;juan_xxiii_la_quiebra;2;13.0;16/03/2018;7800000.0;microempresarial
femenino;industria;fabrica de;cabecera_san_antonio_;3;80.0;13/06/2019;6750000.0;microempresarial
femenino;comercio;miscelanea;tejelo;3;5.0;10/07/2018;7800000.0;microempresarial
femenino;industria;fabrica de;20_de_julio;2;13.0;24/06/2016;6800000.0;microempresarial
masculino;agropecuaria;floristeria;cabecera_san_cristobal;2;60.0;7/03/2017;7377000.0;microempresarial
femenino;industria;fabrica de;el_salado_;1;80.0;19/08/2016;6300000.0;microempresarial
femenino;comercio;variedades;picacho;1;6.0;18/05/2018;5000000.0;microempresarial
femenino;industria;fabrica de;manrique_central_no._1;2;4.0;8/11/2016;6890000.0;microempresarial
femenino;industria;fabrica de;robledo;1;7.0;27/07/2016;3000000.0;microempresarial
femenino;comercio;tienda;popular;2;1.0;4/08/2016;4000000.0;microempresarial
femenino;comercio;tienda de helados;enciso;3;8.0;14/06/2017;7300000.0;microempresarial
masculino;agropecuaria;sembrados;santa_elena_central;2;90.0;26/02/2018;3200000.0;microempresarial
femenino;servicio;barberia;robledo;2;7.0;2/02/2018;7000000.0;microempresarial
femenino;comercio;fabrica de muebles;robledo;1;7.0;7/12/2018;7800000.0;microempresarial
femenino;industria;fabrica de;cabecera_san_antonio_;1;80.0;3/10/2018;6000000.0;microempresarial
masculino;comercio;legumbreria;santo_domingo_savio_;1;1.0;15/04/2016;4000000.0;microempresarial
femenino;industria;fabrica de;san_javier_no.1;2;13.0;20/11/2017;2800000.0;microempresarial
femenino;industria;fabrica de;enciso;2;8.0;1/03/2017;4600000.0;microempresarial
femenino;comercio;almacen de ropa en;alfonso_lopez;3;5.0;29/05/2018;4500000.0;microempresarial
masculino;industria;fabrica de;sevilla;3;4.0;6/10/2017;7377000.0;microempresarial
femenino;comercio;tienda;cabecera_san_cristobal;1;60.0;4/10/2016;4000000.0;microempresarial
masculino;agropecuaria;criadero de animales;manrique_central_no._1;1;4.0;4/08/2017;7000000.0;microempresarial
femenino;comercio;tienda;manrique_oriental;2;3.0;19/06/2019;82000000.0;microempresarial
femenino;industria;fabrica de;florencia;3;5.0;10/02/2017;7000000.0;microempresarial
femenino;comercio;almacen de ropa en;manrique_central_no._1;2;4.0;16/09/2016;6890000.0;microempresarial
femenino;comercio;miscelanea;lopez_de_mesa;3;7.0;6/06/2017;2000000.0;microempresarial
femenino;comercio;comidas rapidas;granizal;2;1.0;14/09/2018;4000000.0;microempresarial
femenino;comercio;licorera;guayabal;2;15.0;30/01/2019;5000000.0;microempresarial
femenino;comercio;tienda;san_javier_no.1;1;13.0;3/12/2018;2000000.0;microempresarial
masculino;servicio;fabrica de colchones;robledo;2;7.0;11/10/2018;7800000.0;microempresarial
masculino;comercio;barberia;enciso;2;8.0;21/04/2017;6000000.0;microempresarial
femenino;servicio;restaurante;llanaditas;1;8.0;3/10/2016;4000000.0;microempresarial
femenino;comercio;bares;manrique_central_no._1;2;4.0;27/11/2017;7300000.0;microempresarial
femenino;comercio;variedades;picacho;1;6.0;20/12/2017;7300000.0;microempresarial
femenino;comercio;tienda;barrio_caicedo;2;9.0;4/09/2018;2500000.0;microempresarial
femenino;comercio;variedades;barrio_caicedo;1;9.0;26/09/2018;1600000.0;microempresarial
masculino;comercio;variedades;manrique_oriental;2;3.0;16/04/2018;7800000.0;microempresarial
masculino;comercio;tienda;aranjuez;3;4.0;23/08/2017;7370000.0;microempresarial
femenino;servicio;peluqueria;popular;2;1.0;24/10/2018;7800000.0;microempresarial
masculino;servicio;servicios;robledo;2;7.0;11/02/2019;7800000.0;microempresarial
masculino;servicio;mensajeria;cabecera_san_cristobal;2;60.0;11/09/2018;7800000.0;microempresarial
femenino;comercio;peluqueria;pedregal;3;6.0;8/06/2017;7000000.0;microempresarial
femenino;industria;variedades;santa_lucia;3;12.0;23/04/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;el_pinal;1;8.0;3/10/2018;3000000.0;microempresarial
femenino;servicio;cafe e internet;villa_hermosa;3;8.0;23/08/2018;7800000.0;microempresarial
femenino;industria;fabrica de;juan_xxiii_la_quiebra;1;13.0;1/03/2018;5500000.0;microempresarial
femenino;servicio;restaurante;villa_hermosa;1;8.0;4/10/2016;4130000.0;microempresarial
masculino;industria;fabrica de;robledo;2;7.0;20/11/2018;5000000.0;microempresarial
femenino;servicio;peluqueria;villatina;1;8.0;4/10/2017;2000000.0;microempresarial
femenino;comercio;variedades;santa_cruz;2;2.0;13/06/2017;4000000.0;microempresarial
masculino;industria;fabrica de;buenos_aires;2;9.0;26/04/2018;7800000.0;microempresarial
femenino;comercio;legumbreria;robledo;2;7.0;5/09/2018;3000000.0;microempresarial
masculino;comercio;tienda;san_diego;2;10.0;14/08/2018;6000000.0;microempresarial
femenino;comercio;charcuteria;robledo;2;7.0;29/03/2016;6000000.0;microempresarial
masculino;comercio;sembrados;cabecera_san_cristobal;2;60.0;12/09/2017;1500000.0;microempresarial
masculino;comercio;comidas rapidas;aranjuez;2;4.0;16/06/2017;7377000.0;microempresarial
femenino;comercio;comidas rapidas;campo_valdes_no._1;3;4.0;9/10/2017;7370000.0;microempresarial
femenino;industria;variedades;robledo;2;7.0;11/10/2018;7812000.0;microempresarial
masculino;industria;fabrica de colchones;enciso;2;8.0;19/04/2018;7000000.0;microempresarial
femenino;servicio;mantenimiento en;granizal;1;1.0;25/01/2018;2000000.0;microempresarial
femenino;comercio;almacen de ropa en;la_loma;2;60.0;24/08/2016;3000000.0;microempresarial
masculino;industria;cafeteria;belen;2;16.0;26/09/2018;3000000.0;microempresarial
masculino;comercio;panaderia;belen;2;16.0;26/01/2017;5000000.0;microempresarial
femenino;comercio;comidas rapidas;robledo;2;7.0;19/06/2018;7500000.0;microempresarial
femenino;comercio;fabrica de alimentos;manrique_oriental;2;3.0;15/03/2018;7000000.0;microempresarial
masculino;industria;fabrica de;santa_cruz;2;2.0;18/06/2018;2000000.0;microempresarial
masculino;comercio;variedades;robledo;1;7.0;19/09/2017;4000000.0;microempresarial
masculino;comercio;comidas rapidas;cabecera_san_cristobal;1;60.0;23/05/2018;782000.0;microempresarial
masculino;servicio;variedades;buenos_aires;2;9.0;2/05/2018;6000000.0;microempresarial
femenino;industria;fabrica de;aranjuez;2;4.0;17/07/2017;3500000.0;microempresarial
masculino;servicio;recreativo educativo;guayabal;2;15.0;13/01/2017;16200000.0;juridica y cap.semilla
femenino;servicio;fotografia;cabecera_san_cristobal;2;60.0;29/05/2018;7800000.0;microempresarial
masculino;comercio;restaurante;olaya_herrera;1;7.0;19/07/2018;2500000.0;microempresarial
femenino;industria;fabrica de;castilla;3;5.0;21/05/2018;2000000.0;microempresarial
femenino;servicio;comidas rapidas;san_javier_no.1;3;13.0;18/02/2019;8281000.0;microempresarial
femenino;comercio;variedades;villa_del_socorro;2;2.0;1/04/2019;7000000.0;microempresarial
femenino;comercio;tienda;manrique_central_no._1;1;4.0;20/09/2016;6890000.0;microempresarial
femenino;agropecuaria;criadero de animales;cabecera_san_cristobal;2;60.0;18/10/2017;6000000.0;agropecuaria
femenino;comercio;restaurante;robledo;2;7.0;29/10/2018;7800000.0;microempresarial
femenino;comercio;criadero de animales;santo_domingo_savio_;2;1.0;14/06/2018;1000000.0;microempresarial
femenino;industria;fabrica de;manrique_central_no._1;1;4.0;4/07/2018;7000000.0;microempresarial
masculino;industria;fabrica de;cabecera_san_cristobal;1;60.0;25/04/2018;2000000.0;microempresarial
masculino;servicio;hoteles moteles;aranjuez;3;4.0;11/05/2018;7800000.0;microempresarial
masculino;comercio;charcuteria;el_salvador;3;9.0;30/08/2017;5000000.0;microempresarial
femenino;comercio;comidas rapidas;san_javier_no.1;2;13.0;8/05/2018;1200000.0;microempresarial
femenino;servicio;fabrica de;doce_de_octubre_no.1;2;6.0;31/07/2018;7000000.0;microempresarial
masculino;comercio;ebanistaria;doce_de_octubre_no.1;2;6.0;23/03/2018;4000000.0;microempresarial
femenino;comercio;almacen de ropa en;manrique_central_no._1;2;4.0;15/05/2018;5000000.0;microempresarial
femenino;industria;peluqueria;moravia;2;4.0;7/02/2017;3200000.0;microempresarial
femenino;industria;fabrica de;castilla;3;5.0;15/06/2017;5000000.0;microempresarial
masculino;industria;variedades;pedregal;3;6.0;11/12/2017;23430000.0;empresarial ed.
femenino;industria;fabrica de;la_floresta;3;12.0;4/03/2016;5000000.0;microempresarial
femenino;servicio;tienda naturista;popular;2;1.0;1/03/2017;7370000.0;microempresarial
femenino;comercio;comidas rapidas;barrio_caicedo;1;9.0;28/03/2017;5000000.0;microempresarial
femenino;industria;fabrica de;cabecera_san_antonio_;3;80.0;9/11/2016;4000000.0;microempresarial
masculino;servicio;cerrajeria;robledo;3;7.0;20/10/2016;6890000.0;microempresarial
femenino;comercio;comidas rapidas;cabecera_san_antonio_;2;80.0;25/04/2018;788000.0;microempresarial
femenino;comercio;variedades;san_diego;2;10.0;10/09/2018;3000000.0;microempresarial
femenino;comercio;variedades;manrique_central_no._1;3;4.0;24/10/2016;6890000.0;microempresarial
femenino;industria;variedades;robledo;3;7.0;14/06/2017;7000000.0;microempresarial
femenino;comercio;variedades;santo_domingo_savio_;1;1.0;2/08/2017;7000000.0;microempresarial
masculino;comercio;comidas rapidas;aranjuez;3;4.0;24/11/2016;3000000.0;microempresarial
femenino;comercio;productos de belleza;el_compromiso;1;1.0;26/04/2018;6000000.0;microempresarial
masculino;comercio;ferreteria;manrique_oriental;1;3.0;22/06/2018;7800000.0;microempresarial
femenino;comercio;variedades;moravia;2;4.0;12/05/2016;6890000.0;microempresarial
masculino;industria;carpinteria;kennedy;2;6.0;27/11/2017;4000000.0;microempresarial
masculino;comercio;montallantas;belen;3;16.0;5/07/2017;7000000.0;microempresarial
femenino;industria;fabrica de;campo_valdes_no._1;2;4.0;11/02/2019;8000000.0;microempresarial
masculino;industria;variedades;belen;2;16.0;14/09/2018;1000000.0;microempresarial
femenino;comercio;variedades;belencito;2;13.0;12/12/2017;7373000.0;microempresarial
masculino;servicio;mantenimiento en;campo_valdes_no._1;2;4.0;18/06/2018;7800000.0;microempresarial
masculino;comercio;tienda;el_chagualo;3;10.0;18/07/2017;7000000.0;microempresarial
femenino;comercio;tienda;florencia;3;5.0;30/03/2017;6000000.0;microempresarial
masculino;comercio;variedades;granizal;2;1.0;5/06/2018;2400000.0;microempresarial
femenino;comercio;almacen de ropa en;manrique_oriental;2;3.0;2/02/2017;5000000.0;microempresarial
masculino;industria;distribuidora de;san_javier_no.1;3;1.0;14/03/2017;30000000.0;empresarial ed.
masculino;comercio;fabrica de;cabecera_san_antonio_;3;80.0;1/11/2016;6500000.0;microempresarial
femenino;servicio;barberia;belen;3;16.0;26/12/2016;6000000.0;microempresarial
femenino;comercio;ferreteria;aranjuez;2;4.0;3/07/2018;5000000.0;microempresarial
femenino;comercio;variedades;popular;1;1.0;26/03/2019;7000000.0;microempresarial
masculino;servicio;barberia;san_javier_no.1;2;13.0;9/05/2018;4000000.0;microempresarial
femenino;comercio;restaurante;las_palmas;3;10.0;8/06/2017;7300000.0;microempresarial
masculino;industria;fabrica de;picacho;1;6.0;21/04/2017;7000000.0;microempresarial
masculino;comercio;fabrica de helados;belencito;3;13.0;13/06/2016;6000000.0;microempresarial
masculino;industria;fabrica de;robledo;2;7.0;4/04/2018;7812000.0;microempresarial
femenino;comercio;variedades;tricentenario;3;4.0;27/02/2019;8200000.0;microempresarial
femenino;comercio;fabrica de;florencia;3;5.0;7/06/2017;7377000.0;microempresarial
masculino;comercio;variedades;moravia;2;4.0;2/10/2017;7000000.0;microempresarial
femenino;comercio;comidas rapidas;doce_de_octubre_no.1;2;6.0;12/04/2018;2000000.0;microempresarial
masculino;comercio;tienda;las_palmas;3;10.0;26/04/2018;7000000.0;microempresarial
masculino;comercio;variedades;granizal;2;1.0;13/11/2018;6690000.0;microempresarial
femenino;comercio;variedades;robledo;2;7.0;21/05/2019;8000000.0;microempresarial
masculino;servicio;fotografia;aranjuez;3;4.0;6/06/2019;2000000.0;microempresarial
femenino;servicio;fabrica de;san_pablo;2;1.0;13/07/2016;3500000.0;microempresarial
femenino;comercio;comidas rapidas;villatina;2;8.0;11/05/2018;6000000.0;microempresarial
femenino;servicio;peluqueria;belalcazar;3;5.0;18/04/2017;7300000.0;microempresarial
femenino;comercio;comidas rapidas;santa_cruz;2;2.0;22/05/2019;8200000.0;microempresarial
femenino;comercio;tienda;popular;2;1.0;31/05/2019;8200000.0;microempresarial
femenino;comercio;cafe e internet;popular;2;1.0;6/07/2017;7377000.0;microempresarial
femenino;industria;fabrica de;cabecera_san_cristobal;2;60.0;23/01/2017;7377000.0;microempresarial
masculino;industria;fabrica de;campo_valdes_no._1;3;13.0;22/01/2019;8200000.0;microempresarial
masculino;industria;fabrica de;la_francia;2;2.0;18/05/2016;2500000.0;microempresarial
femenino;industria;fabrica de;doce_de_octubre_no.1;2;6.0;25/11/2016;6000000.0;microempresarial
femenino;comercio;tienda de helados;belen;2;16.0;6/06/2018;4400000.0;microempresarial
masculino;servicio;servicios;aranjuez;2;4.0;3/10/2018;7812000.0;microempresarial
femenino;comercio;variedades;doce_de_octubre_no.1;2;6.0;6/03/2018;2000000.0;microempresarial
masculino;servicio;barberia;aranjuez;2;4.0;20/02/2019;4500000.0;microempresarial
femenino;comercio;comidas rapidas;castilla;3;5.0;23/04/2019;8281000.0;microempresarial
femenino;industria;fabrica de;manrique_central_no._1;1;4.0;24/05/2016;4000000.0;microempresarial
femenino;industria;fabrica de;loreto;2;9.0;23/09/2016;6890000.0;microempresarial
femenino;industria;fabrica de;florencia;3;5.0;13/07/2018;4000000.0;microempresarial
masculino;comercio;variedades;campo_valdes_no._1;3;4.0;12/03/2018;2000000.0;microempresarial
femenino;comercio;tienda;carlos_e._restrepo;1;11.0;30/05/2019;8000000.0;microempresarial
femenino;industria;fabrica de;aranjuez;2;4.0;18/12/2017;5000000.0;microempresarial
femenino;comercio;tienda;20_de_julio;1;13.0;21/05/2018;6000000.0;microempresarial
masculino;servicio;productos de belleza;barrio_caicedo;1;9.0;8/02/2017;7350000.0;microempresarial
masculino;comercio;granero;santo_domingo_savio_;1;1.0;21/06/2017;7370000.0;microempresarial
femenino;comercio;almacen de ropa en;aranjuez;2;4.0;25/10/2016;6000000.0;microempresarial
masculino;comercio;ebanistaria;la_floresta;3;12.0;11/10/2018;7800000.0;microempresarial
femenino;industria;fabrica de;san_javier_no.1;2;13.0;7/03/2017;7370000.0;microempresarial
femenino;industria;fabrica de;la_milagrosa;3;9.0;8/09/2016;6890000.0;microempresarial
femenino;comercio;tienda;manrique_central_no._2;2;3.0;8/06/2016;4000000.0;microempresarial
masculino;comercio;variedades;girardot;3;5.0;16/09/2016;6000000.0;microempresarial
femenino;comercio;panaderia;buenos_aires;2;9.0;22/06/2017;7377000.0;microempresarial
femenino;comercio;tienda;manrique_central_no._1;1;4.0;30/11/2017;6000000.0;microempresarial
femenino;industria;fabrica de;moravia;1;4.0;24/07/2018;5000000.0;microempresarial
masculino;comercio;fabrica de;florencia;3;5.0;28/04/2016;3000000.0;microempresarial
femenino;comercio;tienda;san_jose_de_la_cima_no._;1;3.0;12/08/2016;6890000.0;microempresarial
femenino;industria;fabrica de;san_pablo;2;1.0;21/12/2018;7800000.0;microempresarial
femenino;comercio;variedades;juan_xxiii_la_quiebra;2;13.0;21/12/2017;7300000.0;microempresarial
masculino;industria;fabrica de repuestos;aranjuez;2;4.0;12/02/2018;3000000.0;microempresarial
femenino;comercio;variedades;boston;1;10.0;10/04/2019;6000000.0;microempresarial
femenino;industria;fabrica de;santa_cruz;2;2.0;10/11/2016;6890000.0;microempresarial
femenino;comercio;variedades;san_pablo;2;1.0;29/11/2016;6800000.0;microempresarial
femenino;comercio;bares;popular;1;1.0;10/03/2017;4000000.0;microempresarial
femenino;industria;fabrica de;manrique_oriental;1;3.0;1/06/2017;3000000.0;microempresarial
masculino;servicio;restaurante;santo_domingo_savio_;2;1.0;16/07/2018;5000000.0;microempresarial
femenino;servicio;peluqueria;cabecera_san_antonio_;3;80.0;1/03/2016;5000000.0;microempresarial
femenino;comercio;fabrica de alimentos;manrique_central_no._1;3;4.0;11/05/2018;7800000.0;microempresarial
femenino;comercio;tienda;manrique_central_no._2;2;3.0;25/04/2019;8200000.0;microempresarial
femenino;comercio;comidas rapidas;cristo_rey;3;15.0;5/03/2018;5000000.0;microempresarial
femenino;comercio;productos de belleza;cabecera_san_antonio_;2;80.0;26/04/2018;2500000.0;microempresarial
femenino;comercio;almacen de ropa en;manrique_central_no._1;3;4.0;27/10/2016;6890000.0;microempresarial
femenino;industria;fabrica de alimentos;castilla;3;5.0;19/12/2017;4000000.0;microempresarial
femenino;servicio;tienda;santa_cruz;2;2.0;28/07/2017;5000000.0;microempresarial
masculino;comercio;comidas rapidas;manrique_central_no._1;3;4.0;1/08/2018;1500000.0;microempresarial
femenino;comercio;variedades;robledo;1;7.0;30/01/2018;2000000.0;microempresarial
femenino;comercio;comidas rapidas;robledo;2;7.0;23/07/2018;4500000.0;microempresarial
femenino;servicio;tienda naturista;calasanz;2;12.0;4/04/2017;7377000.0;microempresarial
masculino;comercio;variedades;belen;2;16.0;20/06/2017;7300000.0;microempresarial
femenino;comercio;miscelanea;cabecera_san_cristobal;2;60.0;4/04/2018;7800000.0;microempresarial
masculino;comercio;variedades;cordoba;3;7.0;12/02/2018;1000000.0;microempresarial
femenino;comercio;variedades;13_de_noviembre;1;8.0;19/12/2017;7300000.0;microempresarial
masculino;comercio;sembrados;yarumalito;2;80.0;24/07/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;el_compromiso;1;1.0;22/08/2018;7800000.0;microempresarial
femenino;industria;fabrica de;enciso;1;8.0;3/05/2017;5000000.0;microempresarial
masculino;comercio;variedades;castilla;3;5.0;16/03/2018;7000000.0;microempresarial
femenino;comercio;variedades;santander;2;6.0;25/04/2016;6000000.0;microempresarial
masculino;comercio;tienda;campo_valdes_no._1;2;4.0;31/05/2017;7000000.0;microempresarial
masculino;industria;fabrica de;santa_margarita;1;7.0;4/04/2018;2000000.0;microempresarial
masculino;servicio;variedades;guayabal;2;15.0;24/05/2019;8281000.0;microempresarial
